rating,title,price,pic,detail,spec,brand
0,Shiseido Powder Puff No.122,350,http://srv-live-02.lazada.co.th/p/shiseido-powder-puff-no-122-8850-1149403-1-product.jpg,ShiseidoPowderPuffNo.122 พัฟนุ่มๆไม่กินแป้งเกลี่ยได้อย่างเป็นธรรมชาติโมเมพาเพลินแนะนำพัฟสุดฮิตที่โมเมพาเพลินใช้ทาแป้งฝุ่นเป็นพัฟแป้งฝุ่นอันโตเนื้อเนียนละเอียดที่เอาไว้กดซับแป้งฝุ่นหลังจากลงเบสหรือรองพื้นลิควิดลงแป้งฝุ่นไม่เป็นคราบเส้นผ่าศูนย์กลาง9ซม.ขนนุ่มไม่ก่อให้เกิดการระคายเคืองด้านหลังมีที่สอดมือสะดวกต่อการใช้งาน ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,Shiseido Anessa Perfect Essence UV Spray SPF50+ PA++++ 70g,890,http://srv-live-02.lazada.co.th/p/shiseido-anessa-perfect-essence-uv-spray-spf50-pa-70g-8790-2279403-1-product.jpg,ShiseidoAnessaPerfectEssenceUVSpraySPF50+PA++++70g คุณสมบัติ ผลิตภัณฑ์กันแดดรูปแบบสเปรย์ปรับสูตรใหม่ดีกว่าเดิมเหมาะกับสำหรับผิวมันและผิวแพ้ง่ายสูตรกันน้ำ ด้วยเนื้อสัมผัสLotionบางเบาซึมซาบไว้ไม่เหนี่ยวไม่ทิ้งคราบไม่วอกและไม่เพิ่มความมันเงาไว้บนผิวหน้าช่วยปกป้องผิวจากรังสีUVAและUVBสาเหตุของความหมองคล้ำจุดด่างดำริ้วรอยต่างๆและความหยาบกร้านแต่คงไว้ซึ่งความชุ่มชื่นปกป้องให้ผิวขาวกระจ่างใสอยู่กับเราไปอีกนาน ใช้เป็นประจำทุกเช้าหรือก่อนออกแดดสำหรับกิจกรรมกลางแจ้งหรือทางน้ำควรทำซ้ำทุก1-2ชม. ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,Shiseido Urea Cream ครีมลดรอยแตก ขนาด 60g,340,http://srv-live-02.lazada.co.th/p/shiseido-urea-cream-khriimldr-yaetk-khnaad-60g-8737-3899403-1-product.jpg,ShiseidoUreaCreamครีมลดรอยแตกขนาด60g คุณสมบัติ ครีมทามือทาเท้าแก้ปัญหามือแห้งหยาบเท้าแตกแห้งกร้านให้กลับมาเนียนนุ่มน่าสัมผัส ครีมบำรุงมือและเล็บของShiseidoช่วยบำรุงมือและจมูกเล็บไม่ให้ฉีกขาดง่ายให้ผลลัพธ์คืนความชุ่มชื้นและอ่อนนุ่มให้แก่ผิวเนื้อครีมเข้มข้นในขณะเดียวกันบางเบาซึมซาบเร็วและดูดซึมเข้าสู่ผิวอย่างง่ายดายไม่เหนียวเหนอะหนะหลังจากการใช้งานมีกลิ่นหอมอ่อนๆเหมาะสำหรับทุกสภาพผิวโดยเฉพาะผิวแห้ง ShiseidoUreaCreamอุดมไปด้วยวิตามินป้องกันไม่ให้มือและเท้าแห้งผิวจะถูกดูดซึมได้ง่ายขึ้นและส่วนผสมให้ความชุ่มชื้นเพื่อปรับปรุงมือหยาบกร้านและริ้วรอยเต็มไปด้วยความกระจ่างใสและความยืดหยุ่นเพิ่มส่วนผสมคอลลาเจนช่วยให้มือนุ่มเนียนให้ความชุ่มชื้นผิวอย่างรวดเร็วชั้นฟิล์มของผิวสามารถดูดซับน้ำและล็อคความชื้นช่วยให้มือนุ่มเนียนโดยเฉพาะการอยู่ในห้องปรับอากาศหรือสภาพอากาศที่แห้งเป็นระยะเวลานานๆช่วยบำรุงรักษาให้ความชุ่มชื้นในขณะที่ให้ผิวมีความยืดหยุ่น ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,SHISEIDO Anessa Perfect Essence Sunscreen SPF50+PA+++ 60ml.,950,http://srv-live-01.lazada.co.th/p/shiseido-anessa-perfect-essence-sunscreen-spf50-pa-60ml-8713-0400503-1-product.jpg,SHISEIDOAnessaPerfectEssenceSunscreenSPF50+PA+++60ml. madeinJapan วิธีใช้ สูตรเนื้อเอสเซนส์เหมาะสำหรับผิวแห้งมอบความชุ่มชื้นสูงสำหรับปกป้องผิวจากแสงแดดระหว่างวันช่วยดูแลผิวที่แห้งกร้านจากรังสียูวีที่มาทำร้ายด้วยHyaluronicAcidที่มอบความชุ่มชื้นสูงพร้อมเนื้อผลิตภัณฑ์ให้สัมผัสที่เนียนลื่นไม่เหนียวเหนอะหนะไม่ทิ้งคราบขาวปกป้องผิวจากรังสีอย่างเต็มเปี่ยมและที่สำคัญคุณสมบัติที่ล้างออกได้ง่ายโดยไม่ต้องใช้ผลิตภัณฑ์เฉพาะในการล้าง ใช้ทาลงบนผิวที่สะอาดใช้ได้ทุกวันเป็นประจำ ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,SHISEIDO Shiseido Baby Powder Pressed Medicate,290,http://srv-live-03.lazada.co.th/p/shiseido-shiseido-baby-powder-pressed-medicate-8704-3610503-1-product.jpg,ShiseidoBabyPowderPressedMedicate50g คุณสมบัติ แป้งเด็กสีขาวจากญี่ปุ่นเนื้อละเอียดอัดแข็งให้ใช้ง่ายสะดวกสูตรอ่อนโยนไม่ระคายเคืองต่อผิวแม้ผิวบอบบางแพ้ง่ายเช่นผิวเด็กเล็กแต่กลับให้ความรู้สึกเบาสบายเนียนนุ่มอย่างเป็นธรรมชาติหรือจะใช้ทาระหว่างวันเพื่อให้ผิวเนียนใสไม่มันไม่ก่อให้เกิดการอุดตันหรือทำให้เกิดสิว ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,Shiseido Powder Puff No.123 (2 ชิ้น),590,http://srv-live-01.lazada.co.th/p/shiseido-powder-puff-no-123-2-chin-8678-4910503-1-product.jpg,ShiseidoPowderPuffNo.123(2ชิ้น) คุณสมบัติ พัฟนุ่มๆไม่กินแป้งเกลี่ยได้อย่างเป็นธรรมชาติโมเมพาเพลินแนะนำพัฟสุดฮิตที่โมเมพาเพลินใช้ทาแป้งฝุ่นเป็นพัฟแป้งฝุ่นอันโตเนื้อเนียนละเอียดที่เอาไว้กดซับแป้งฝุ่นหลังจากลงเบสหรือรองพื้นลิควิดลงแป้งฝุ่นไม่เป็นคราบเส้นผ่าศูนย์กลาง9ซม.ขนนุ่มไม่ก่อให้เกิดการระคายเคืองด้านหลังมีที่สอดมือสะดวกต่อการใช้งาน ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,Shiseido Powder Puff No.123 (5 ชิ้น),1590,http://srv-live-01.lazada.co.th/p/shiseido-powder-puff-no-123-5-chin-8689-4120503-1-product.jpg,SHISEIDOPowderPuffNo.123 คุณสมบัติ พัฟนุ่มๆไม่กินแป้งเกลี่ยได้อย่างเป็นธรรมชาติโมเมพาเพลินแนะนำพัฟสุดฮิตที่โมเมพาเพลินใช้ทาแป้งฝุ่นเป็นพัฟแป้งฝุ่นอันโตเนื้อเนียนละเอียดที่เอาไว้กดซับแป้งฝุ่นหลังจากลงเบสหรือรองพื้นลิควิดลงแป้งฝุ่นไม่เป็นคราบเส้นผ่าศูนย์กลาง9ซม.ขนนุ่มไม่ก่อให้เกิดการระคายเคืองด้านหลังมีที่สอดมือสะดวกต่อการใช้งาน ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,SHISEIDO Foundation Brush No.131,650,http://srv-live-02.lazada.co.th/p/shiseido-foundation-brush-no-131-8649-5320503-1-product.jpg,"ShiseidoFoundationBrushNo.131 เจ้าของรางวัลGrandAward2011สุดยอดของสุดยอดอันดับ3ของเครื่องสำอางค์ทั้งหมดในญี่ปุ่นจากCOSMEJAPANแปรงรองพื้นที่ได้รับการโหวตยอดนิยมช่วยให้รองพื้นเนียนแนบสนิทกับผิวให้ผลลัพธ์การปกปิดที่ได้ประสิทธิภาพแต่ดูเป็นธรรมชาติได้อย่างง่ายดายเกลี่ยง่ายกระจายตัวดูบางเบาเหมาะกับรองพื้นทุกชนิดและสามารถใช้ได้กับผลิตภัณฑ์แบบอัดแข็งเช่นแป้งบรัชออนได้ด้วยด้านมุมขอบของแปรงซอกซอนไปตามซอกจมูกมุมปากได้ดี,เป็นแปรงรองพื้นที่ใช้ดีเยี่ยมคุณภาพดีด้วยการออกแบบที่ได้มุมองศารับกับใบหน้าทำให้การเกลี่ยรองพื้นกระจายตัวดูบางเบาง่ายและรวดเร็วดูเป็นธรรมชาติและไม่หนาเกินไปผลิตจากขนwoolนุ่มแน่นคุณภาพเยี่ยมหัวตัดเฉียงด้ามสั้นขนแน่น.พกพาง่าย ",Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ,SHISEIDO
0,SHISEIDO Powder Puff No.123,379,http://srv-live-01.lazada.co.th/p/shiseido-powder-puff-no-123-8670-3920503-1-product.jpg,SHISEIDOPowderPuffNo.123 คุณสมบัติ พัฟนุ่มๆไม่กินแป้งเกลี่ยได้อย่างเป็นธรรมชาติโมเมพาเพลินแนะนำพัฟสุดฮิตที่โมเมพาเพลินใช้ทาแป้งฝุ่นเป็นพัฟแป้งฝุ่นอันโตเนื้อเนียนละเอียดที่เอาไว้กดซับแป้งฝุ่นหลังจากลงเบสหรือรองพื้นลิควิดลงแป้งฝุ่นไม่เป็นคราบเส้นผ่าศูนย์กลาง9ซม.ขนนุ่มไม่ก่อให้เกิดการระคายเคืองด้านหลังมีที่สอดมือสะดวกต่อการใช้งาน ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 1.0 ,SHISEIDO
0,Shiseido Powder Puff No.123 (3 ชิ้น),890,http://srv-live-03.lazada.co.th/p/shiseido-powder-puff-no-123-3-chin-8677-6030503-1-product.jpg,ShiseidoPowderPuffNo.123(3ชิ้น) คุณสมบัติ พัฟนุ่มๆไม่กินแป้งเกลี่ยได้อย่างเป็นธรรมชาติพัฟสุดฮิตที่โมเมพาเพลินใช้ทาแป้งฝุ่นเป็นพัฟแป้งฝุ่นอันโตเนื้อเนียนละเอียดที่เอาไว้กดซับแป้งฝุ่นหลังจากลงเบสหรือรองพื้นลิควิดลงแป้งฝุ่นไม่เป็นคราบเส้นผ่าศูนย์กลาง9ซม.ขนนุ่มไม่ก่อให้เกิดการระคายเคืองด้านหลังมีที่สอดมือสะดวกต่อการใช้งาน ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,Shiseido Eyebrow Pencil ดินสอเขียนคิ้ว No.#3 Brown (สีน้ำตาล),190,http://srv-live-01.lazada.co.th/p/shiseido-eyebrow-pencil-dins-ekhiiynkhiw-no-3-brown-siinamtaal-8647-9730503-1-product.jpg,ShiseidoEyebrowPencilดินสอเขียนคิ้วNo.#3Brown(สีน้ำตาล) คุณสมบัติ ดินสอเขียนคิ้วสีน้ำตาลเนื้อดีให้ความเป็นธรรมชาติไม่จับเป็นก้อนบนคิ้วมอบเรียวคิ้วดั่งที่คุณปรารถนาเนื้อแน่นวาดได้ง่ายดายมอบสีชัดเจนแรเงาเข้มอ่อนได้ติดทน Brownพิกเม้นท์สีน้ำตาลแบบธรรมชาติให้แก่เรียวคิ้วของคุณ bestsellerinJAPAN MADEINJAPAN ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
0,Shiseido แชมพูอ่อนโยนพิเศษ  (สำหรับผมแห้ง ) 200ml/6.7oz,967,http://srv-live-02.lazada.co.th/p/shiseido-aechmphuu-noynphiess-samhrabphmaehng-200ml-6-7oz-8187-4944282-1-product.jpg,แชมพูฟื้นฟูเส้นผมอ่อนโยนพิเศษ;ช่วยผมแก้ไขความหนาและความเปล่งประกายของผม;ประกอบด้วยส่วนผสมที่ปรับสภาพหนัง(PLT-7)ผมไม่พันกัน;ผมดูนุ่มลื่นและจัดทรงได้ง่ายขึ้น;วิธีใช้:นำไปใช้กับผมที่เปียกชื้นและให้เกิดฟองขึ้นแล้วล้างออก; ,Gender: Unisex Model: 200ml/6.7oz Size(cm): 15x15x15 Productwarranty: No Warranty Provided Weight(kg): 1.00 ,SHISEIDO
0,Shiseido White Lucent Brightening Emulsion W travel set 15ml. (Day+Night),550,http://srv-live-01.lazada.co.th/p/shiseido-white-lucent-brightening-emulsion-w-travel-set-15ml-day-night-3036-8465282-1-product.jpg,ShiseidoWhiteLucentBrighteningEmulsionWtravelset15ml.(Day+Night) ShiseidoWhiteLucentBrighteningProtectiveEmulsionWSPF15PA+++15ml. ShiseidoWhiteLucentBrighteningMoisturizingEmulsionW15ml. บำรุงผิวกระจ่างใสและส่วนผสมมอบความชุ่มชื้นไว้ให้ผิวตลอดค่ำคืน เพื่อผิวสว่างกระจ่างใสลดและป้องกันการเกิดจุดด่างดำสีผิวไม่สม่ำเสมอผิวชุ่มชื่นเนียนนุ่มน่าสัมผัสพร้อมปกป้องผิวจากรังสีUVSPF15PA++ต้นเหตุของความหมองคล้ำและริ้วรอย ด้วยส่วนผสมที่สารสกัดจากแอพพริคอทและSuperHydro-Synergyปกป้องผิวจากมลภาวะในระหว่างวันพร้อมด้วยMulti-TargetVitaminCเพือผิวที่เปล่งประกายสดใสอย่างเป็นธรรมชาติ บำรุงผิวด้วยWhiteLucentBrighteningProtectiveEmulsionเป็นประจำทุกเช้าแล้วบำรุงผิวด้วยWhiteLucentBrighteningEmulsionหรือGelก่อนเข้านอน ShiseidoWhiteLucentBrighteningMoisturizingEmulsionW บำรุงผิวกระจ่างใสกลางคืนเก็บกักส่วนผสมทรงประสิทธิผลให้ผิวดูกระจ่างใสและส่วนผสมมอบความชุ่มชื้นไว้ให้ผิวตลอดค่ำคืนเพื่อยามเช้าผิวจึงดูสุขภาพดีกระจ่างใสยิ่งกว่าที่เคยเป็นในวันก่อนๆมอยส์เจอไรเซอร์กลางคืนที่ช่วยฟื้นบำรุงผิวจากความเครียดและปัจจัยภายนอกที่เข้าทำร้ายผิวในเวลากลางวันทั้งจากรังสีUVและความแห้งมอบผิวที่ดูเปล่งประกายสดใส ,Gender: Female Size(cm): 3x3x7 Weight(kg): 0.03 ,SHISEIDO
0,Shiseido White Lucent Brightening Moisturizing Emulsion W 15ml. (Tester),350,http://srv-live-01.lazada.co.th/p/shiseido-white-lucent-brightening-moisturizing-emulsion-w-15ml-tester-3057-6665282-1-product.jpg,ShiseidoWhiteLucentBrighteningMoisturizingEmulsionW15ml.(Tester) บำรุงผิวกระจ่างใสและส่วนผสมมอบความชุ่มชื้นไว้ให้ผิวตลอดค่ำคืน ShiseidoWhiteLucentBrighteningMoisturizingEmulsionW บำรุงผิวกระจ่างใสกลางคืนเก็บกักส่วนผสมทรงประสิทธิผลให้ผิวดูกระจ่างใสและส่วนผสมมอบความชุ่มชื้นไว้ให้ผิวตลอดค่ำคืนเพื่อยามเช้าผิวจึงดูสุขภาพดีกระจ่างใสยิ่งกว่าที่เคยเป็นในวันก่อนๆมอยส์เจอไรเซอร์กลางคืนที่ช่วยฟื้นบำรุงผิวจากความเครียดและปัจจัยภายนอกที่เข้าทำร้ายผิวในเวลากลางวันทั้งจากรังสีUVและความแห้งมอบผิวที่ดูเปล่งประกายสดใส *แนะนำสำหรับผิวธรรมดาถึงผิวแห้ง ,Gender: Female Size(cm): 3x3x7.5 Weight(kg): 0.02 ,SHISEIDO
0,Shiseido White Lucent Brightening Protective Emulsion W SPF 15 PA++ 15ml.,350,http://srv-live-02.lazada.co.th/p/shiseido-white-lucent-brightening-protective-emulsion-w-spf-15-pa-15ml-3056-6865282-1-product.jpg,ShiseidoWhiteLucentBrighteningProtectiveEmulsionWSPF15PA++15ml.(Tester) สำหรับผิวผสม-ผิวมันเพื่อผิวสว่างกระจ่างใสลดและป้องกันการเกิดจุดด่างดำสีผิวไม่สม่ำเสมอผิวชุ่มชื่นเนียนนุ่มน่าสัมผัสพร้อมปกป้องผิวจากรังสีUVSPF15PA++ต้นเหตุของความหมองคล้ำและริ้วรอย ด้วยส่วนผสมที่สารสกัดจากแอพพริคอทและSuperHydro-Synergyปกป้องผิวจากมลภาวะในระหว่างวันพร้อมด้วยMulti-TargetVitaminCเพือผิวที่เปล่งประกายสดใสอย่างเป็นธรรมชาติ บำรุงผิวด้วย เป็นประจำทุกเช้าแล้วบำรุงผิวด้วยWhite ,Gender: Female Size(cm): 3x3x7 Weight(kg): 0.02 ,SHISEIDO
0,Shiseido Fuente Forte Shampoo (Scalp Care) 250ml,1196,http://srv-live-01.lazada.co.th/p/shiseido-fuente-forte-shampoo-scalp-care-250ml-6579-1460482-1-product.jpg,"Howtouse: ShiseidoFuenteForteShampoo(ScalpCare)hasthefollowingfeatures: Gentlymassageintowethair,leaveonandrinsebriefly. ",Gender: Unisex Size(cm): 18 x 10.5 x 8 Productwarranty: No Warranty Provided Weight(kg): 0.30 ,SHISEIDO
0,Shiseido Fuente Forte Treatment (Scalp Care) 250g,1293,http://srv-live-01.lazada.co.th/p/shiseido-fuente-forte-treatment-scalp-care-250g-6577-7860482-1-product.jpg,"Howtouse: ShiseidoFuenteForteTreatment(ScalpCare)hasthefollowingfeatures: Useaftershampoo,applytowet,cleanhairandleavein1-2minutes.Rinsethoroughly. ",Gender: Unisex Size(cm): 18 x 10.5 x 8 Productwarranty: No Warranty Provided Weight(kg): 0.30 ,SHISEIDO
0,Shiseido Fuente Forte Toning Serum (Scalp Care) 125ml,1566,http://srv-live-02.lazada.co.th/p/shiseido-fuente-forte-toning-serum-scalp-care-125ml-6576-6370482-1-product.jpg,"Howtouse: ShiseidoFuenteForteToningSerum(ScalpCare)hasthefollowingfeatures: Useondryscalportowel-driedscalpaftershampooing.Placethebottlenearthescalpandsprayanappropriateamount,thenspreadtheproductwithfingertips.Gentlymassagethescalp.Norinsingisneeded. ",Gender: Unisex Size(cm): 18 x 10.5 x 8 Productwarranty: No Warranty Provided Weight(kg): 0.18 ,SHISEIDO
0,Shiseido Adenovital Scalp Treatment (Thinning Hair) 130g x 2 pcs,1610,http://srv-live-02.lazada.co.th/p/shiseido-adenovital-scalp-treatment-thinning-hair-130g-x-2-pcs-6560-3570482-1-product.jpg,"Howtouse: ShiseidoAdenovitalScalpTreatment(ThinningHair)hasthefollowingfeatures: Useaftershampoo,applytowet,cleanhairandleavein1-2minutes.Rinsethoroughly. ",Gender: Unisex Size(cm): 18 x 10.5 x 8 Productwarranty: No Warranty Provided Weight(kg): 0.31 ,SHISEIDO
0,Shiseido Adenovital Scalp Essence V 180ml,2428,http://srv-live-01.lazada.co.th/p/shiseido-adenovital-scalp-essence-v-180ml-6559-8870482-1-product.jpg,"Howtouse: ShiseidoAdenovitalScalpEssenceVhasthefollowingfeatures: Placethebottlenearthescalpandsprayabout20times,thenspreadtheproductwithfingertips.Gentlymassagethescalp.Norinsingisneeded. ",Gender: Unisex Size(cm): 18 x 10.5 x 8 Productwarranty: No Warranty Provided Weight(kg): 0.23 ,SHISEIDO
0,Shiseido Adenovital Shampoo (Thinning Hair) 250ml,1284,http://srv-live-01.lazada.co.th/p/shiseido-adenovital-shampoo-thinning-hair-250ml-6533-8480482-1-product.jpg,"Howtouse: ShiseidoAdenovitalShampoo(ThinningHair)hasthefollowingfeatures: Gentlymassageintowethair,leaveonandrinsebriefly. ",Gender: Unisex Size(cm): 18 x 10.5 x 8 Productwarranty: No Warranty Provided Weight(kg): 0.31 ,SHISEIDO
0,Shiseido 2-Piece Set Pureness Moisturizing GelCream 40ml,2322,http://srv-live-01.lazada.co.th/p/shiseido-2-piece-set-pureness-moisturizing-gelcream-40ml-6494-7501482-1-product.jpg,"ShiseidoPurenessMoisturizingGel-Creamisalightweightcreamygelthatmoisturizes,soften,andrefinesskinasitpromotesahealthy-lookingradiance.Leavesskinfeelingdewyfresh. ShiseidoPurenessMoisturizingGel-CreamisformulatedwithShiseido-exclusiveingredientHydro-BalancingComplexwithPaloAzul,thislightyetrich-feelingcreamsoftenstheskin'ssurfacelayer,deliversintensivemoisture,andhelpsskinretainthatmositure.Itprotectsskin'snaturalbalance,topromoteproblem-freeskin.Quickabsorbing,itgivesahealthyradiance. ",Gender: Unisex Size(cm): 8 x 8 x 4 Productwarranty: No Warranty Provided Weight(kg): 0.14 ,SHISEIDO
0,Shiseido 2-Piece Set Ibuki Gentle Cleanser 125ml,2472,http://srv-live-01.lazada.co.th/p/shiseido-2-piece-set-ibuki-gentle-cleanser-125ml-6494-8111482-1-product.jpg,ShiseidoIbukiGentleCleanserisanextra-gentlecleanserthatlathersquicklyintoarichfoamtoremoveimpuritiesandharmfulexcesssebumwithoutstrippingawayskin’sessentialmoisture.Skinfeelsrefreshedandsilky-smoothtothetouch. ,Gender: Unisex Size(cm): 8 x 8 x 4 Productwarranty: No Warranty Provided Weight(kg): 0.35 ,SHISEIDO
0,Shiseido Benefiance Wrinkle Resist 24 Balancing Softener Enriched 150ml,2032,http://srv-live-03.lazada.co.th/p/shiseido-benefiance-wrinkle-resist-24-balancing-softener-enriched-150ml-6490-3211482-1-product.jpg,"ShiseidoBenefianceWrinkleResist24BalancingSoftenerEnrichedisacomprehensiveage-defyinglotionthatcontainstheeffectiveingredientstochallengesignsofskinaging.Bygenerouslymoisturizingtheskin,thissumptuoussoftenerinstantlyhelpstoretexturizeyourskin,makingitmorereceptivetofurtherskincaretreatment. ",Gender: Unisex Size(cm): 8 x 8 x 4 Productwarranty: No Warranty Provided Weight(kg): 0.20 ,SHISEIDO
0,Shiseido 2-Piece Set Pureness Balancing Softener AlcoholFree 150ml,1830,http://srv-live-01.lazada.co.th/p/shiseido-2-piece-set-pureness-balancing-softener-alcoholfree-150ml-6483-2411482-1-product.jpg,"ShiseidoPurenessBalancingSoftenerAlcohol-Freeisarefreshingalcohol-freelotionthatbringsnewradiance,softness,andbalancetoblemish-proneskin.Lightlyrehydratesandleavesskinsmoothandcomfortable.Absorbsquicklytodeliveranimmediatesensationofdewyfreshness.Balancesskintohelpreducethetendencytowardimperfections. Recommendedforoily,combinationandnormalskin. ",Gender: Unisex Size(cm): 8 x 8 x 4 Productwarranty: No Warranty Provided Weight(kg): 0.34 ,SHISEIDO
0,Shiseido 2-Piece Set Men Moisturizing Emulsion 100ml,2542,http://srv-live-03.lazada.co.th/p/shiseido-2-piece-set-men-moisturizing-emulsion-100ml-6461-6411482-1-product.jpg,ShiseidoMenMoisturizingEmulsionisacreamyquick-absorbingemulsionthatbringsexceptionalmoistureandcomforttoskin.Counteractsrazorburnandroughness.Protectsagainstmositurelosstoleaveskinfeelingsmoothandfit. ShiseidoMenMoisturizingEmulsionisformulatedwithDamageDefenseComplex.Itminimizestheappearanceoffinelinesandprotectsagainstenvironmentalstressanddryness. ,Gender: Unisex Size(cm): 8 x 8 x 4 Productwarranty: No Warranty Provided Weight(kg): 0.30 ,SHISEIDO
0,Shiseido 2-Piece Set Revital Moisturizer EX 100ml,3986,http://srv-live-03.lazada.co.th/p/shiseido-2-piece-set-revital-moisturizer-ex-100ml-6487-8411482-1-product.jpg,"I-Light II-Rich ShiseidoRevitalMoisturizerEXcontainsCassumunarExtractGand3DAminoAcidComplexM,protectsskinfromconcernssuchasroughnessandotherdamagecausedbyharmfulenvironmentalinfluencestoachievesmooth,suppleskin.Balancesskin'smoistureenvironmenttomaintainaplumpedtextureandtranslucentstratumcorneum. Dermatologist-tested.Formulatedtominimizetheriskofallergy.ShiseidoRevitalMoisturizerEXisavailableinfollowingformulationsformaximumcompatibilitywithyourskin. ",Gender: Unisex Size(cm): 8 x 8 x 4 Productwarranty: No Warranty Provided Weight(kg): 0.10 ,SHISEIDO
0,SHISEIDO ชิเซโด้ Shiseido Eyelash Curler รุ่น 213 กล่องแดง,399,http://srv-live-03.lazada.co.th/p/shiseido-chiechod-shiseido-eyelash-curler-run-213-kl-ngaedng-6440-4443262-1-product.jpg,SHISEIDOชิเซโด้ShiseidoEyelashCurlerรุ่น213กล่องแดง คุณสมบัติ วิธีใช้ วิธีทำความสะอาด ShiseidoEyeLashCurler213:สุดยอดที่ดัดขนตาชิเซโด้213กล่องแดงของแท้100%ส่งตรงจากญี่ปุ่นโครงที่โค้งพอดีรับกับรูปตาของสาวเอเชียได้อย่างลงตัวช่วยให้ดัดขนตาได้งอนสวยเป็นธรรมชาติสุดยอดที่ดัดขนตาที่ขายดีที่สุดในโลกรับประกันคุณภาพดัดแล้วขนตางอนเด้งทั้งวันโค้งเข้ากับเบ้าตาดีมากขนตาไม่หักเพื่อให้การปัดมาสาค่าปัดได้ง่ายสุดๆหมดกังวลเรื่องขนตาหักกลางเพราะตัวยางเป็นซิลิโคลนแท้ให้ความยืดหยุ่นได้ดีสุดๆ -มองลงต่ำจากนั้นใช้ที่ดัดขนตาดัดไปที่โคนขนตา -ในระหว่างที่ดัดขนตาให้ออกแรงบีบที่ขนตา3ครั้งโดยค่อนๆเคลื่อนจากโคนไปยังปลายขนตาอย่างช้าๆเพื่อให้ขนตาโค้งงอน -ผ่อนแรงบีบบริเวณปลายขนตาเพื่อให้ได้ลุคที่ดูเป็นธรรมชาติ ควรเช็ดหรือล้างทำความสะอาดที่ดัดขนตาด้วยน้ำสบู่เป็นประจำเพื่อสุขอนามัยของดวงตา ***อายุการใช้งานเฉลี่ยประมาณ3-4เดือน(ถ้าใช้ทุกวัน)ควรเปลี่ยนยางซิลิโคนอันใหม่เมื่อมันเริ่มเสื่อมหรือขาดเพื่อคงประสิทธิภาพที่ดีตลอดอายุการใช้งานของที่ดัดขน ,Gender: Unisex Model: ชิเซโด้ Shiseido Eyelash Curler รุ่น 213 กล่องแดง Size(cm): 3 x 3 x 8 Weight(kg): 0.1 ,SHISEIDO
0,Shiseido Powder Puff No.123 ( 2 ชิ้น),590,http://srv-live-02.lazada.co.th/p/shiseido-powder-puff-no-123-2-chin-4556-8507262-1-product.jpg,ShiseidoPowderPuffNo.123(2ชิ้น) คุณสมบัติ พัฟนุ่มๆไม่กินแป้งเกลี่ยได้อย่างเป็นธรรมชาติโมเมพาเพลินแนะนำพัฟสุดฮิตที่โมเมพาเพลินใช้ทาแป้งฝุ่นเป็นพัฟแป้งฝุ่นอันโตเนื้อเนียนละเอียดที่เอาไว้กดซับแป้งฝุ่นหลังจากลงเบสหรือรองพื้นลิควิดลงแป้งฝุ่นไม่เป็นคราบเส้นผ่าศูนย์กลาง9ซม.ขนนุ่มไม่ก่อให้เกิดการระคายเคืองด้านหลังมีที่สอดมือสะดวกต่อการใช้งาน ,Gender: Unisex Size(cm): 10 x 8 x 2 Weight(kg): 0.2 ProductVolume(ml): 0.0 ,SHISEIDO
